"Have_IP","Have_At","URL_Length","URL_Depth","Redirection","https_Domain","TinyURL","Prefix/Suffix","DNS_Record","Web_Traffic","Domain_Age","Domain_End","iFrame","Mouse_Over","Right_Click","Web_Forwards","Num_Dots","HTTPS_Token","Suspicious_Words","Content_Length","Num_Images","Num_Scripts","Label"
0,0,95,1,0,1,0,1,1,0,-1,-1,0,0,0,0,2,0,0,169,2,1,1
0,0,36,1,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,52,0,0,1
0,0,33,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,52,0,0,1
0,0,43,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,35,0,0,1
0,0,40,1,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,35,0,0,1
0,0,37,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,35,0,0,1
0,0,26,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,27,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,29,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,27,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,37,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,35,0,0,1
0,0,43,1,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,52,0,0,1
0,0,40,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,52,0,0,1
0,0,26,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,48,1,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,5053,3,65,1
0,0,45,0,1,1,0,0,1,0,-1,-1,0,0,0,1,2,0,0,5053,3,65,1
0,0,23,0,0,1,0,0,0,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,25,1,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,505,3,8,1
0,0,17,0,0,1,1,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0,0,1
0,0,23,1,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,23,0,0,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0,0,1
0,0,32,1,0,1,0,0,0,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,22,0,0,0,0,0,0,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,47,3,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,37,0,0,1
0,0,25,1,0,1,0,0,1,0,-1,-1,1,0,0,0,1,0,0,1389,1,8,1
0,0,25,0,0,0,0,0,0,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,29,0,0,0,0,0,0,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,49,4,0,1,0,1,0,0,-1,-1,0,0,0,0,1,0,1,0,0,0,1
0,0,29,1,0,1,0,1,0,0,-1,-1,0,0,0,0,1,0,1,0,0,0,1
0,0,55,3,0,1,0,0,1,0,-1,-1,0,0,0,0,4,0,0,162,0,0,1
0,0,46,1,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,121,0,0,1
0,0,24,1,0,1,0,0,0,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,32,1,0,1,0,1,1,0,-1,-1,0,0,0,0,3,0,0,860,0,1,1
0,0,30,1,1,0,0,0,1,0,-1,-1,0,0,0,1,1,0,0,2857,9,16,1
0,0,31,1,1,1,0,0,1,0,-1,-1,0,0,0,0,1,0,0,2857,9,16,1
0,0,75,1,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,215,1,0,1
0,0,33,1,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,181,5,0,1,0,0,1,0,-1,-1,0,0,0,0,3,0,0,127,0,18,1
0,0,190,5,0,1,0,0,1,0,-1,-1,0,0,0,0,3,0,0,127,0,18,1
0,1,60,2,0,1,0,0,1,0,-1,-1,0,0,0,0,4,0,0,0,0,0,1
0,0,28,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,27,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,32,1,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,147,1,1,1
0,0,19,1,0,1,1,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0,0,1
0,0,21,1,0,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0,0,1
0,0,21,1,0,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0,0,1
0,0,19,1,0,1,1,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0,0,1
0,0,21,1,0,1,0,1,0,0,-1,-1,0,0,0,0,1,0,0,0,0,0,1
0,0,22,1,0,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0,0,1
0,0,36,1,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,41,0,0,1
0,0,38,1,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,121,0,0,1
0,0,33,1,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,121,0,0,1
0,0,23,1,0,1,0,0,0,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,175,5,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,127,0,18,1
0,0,55,1,0,1,0,0,1,0,-1,-1,0,0,0,0,3,0,0,69,0,0,1
0,0,59,1,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,69,0,0,1
0,0,29,1,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,41,0,0,1
0,0,26,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,27,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,28,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,27,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,27,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,28,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,28,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,29,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,26,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,27,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,26,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,29,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,28,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,26,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,22,1,0,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0,0,1
0,0,28,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,28,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,27,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,29,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,27,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,26,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,26,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,29,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,28,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,29,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,27,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,29,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,29,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,28,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,28,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,27,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,27,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,29,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,26,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,29,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,29,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,28,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,28,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,29,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,27,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,27,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,27,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,26,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,28,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,29,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,28,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,26,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,29,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,28,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,26,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,29,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,26,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,27,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,27,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,27,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,26,0,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,36,1,0,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0,0,1
0,0,25,2,0,1,0,0,1,0,-1,-1,0,0,0,0,1,0,0,452,0,5,1
0,0,175,5,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,160,1,0,1
0,0,46,2,0,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0,0,1
0,0,30,1,0,0,0,1,1,0,-1,-1,0,0,0,0,3,0,1,0,0,0,1
0,0,33,1,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,69,0,0,1
0,0,47,1,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,21,0,1,1
0,0,33,1,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,121,0,0,1
0,0,35,1,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,121,0,0,1
0,0,22,1,0,1,0,0,1,0,-1,-1,0,0,0,0,1,0,0,0,0,0,1
0,0,21,1,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,21,1,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,23,1,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,20,1,0,1,0,0,0,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,23,1,0,1,0,1,0,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,23,1,0,1,0,0,0,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,21,1,0,1,0,0,0,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,24,1,0,1,0,0,0,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,25,1,0,1,0,0,0,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,68,3,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,181,2,5,1
0,0,24,1,0,1,0,0,0,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,23,1,0,1,0,0,0,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,23,1,0,1,0,0,0,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,21,1,0,1,0,0,0,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,23,1,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,21,1,0,1,0,0,0,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,22,1,0,1,0,0,0,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,22,1,0,1,0,0,0,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,23,1,0,1,0,0,0,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,22,1,0,1,0,0,0,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,22,1,0,1,0,0,0,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,23,1,0,1,0,0,0,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,20,1,0,1,0,0,0,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,21,1,0,1,0,0,0,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,84,4,0,1,0,0,1,0,-1,-1,1,0,0,0,2,0,0,392,0,30,1
0,0,79,3,1,1,0,0,1,0,-1,-1,1,0,0,1,2,0,0,392,0,30,1
0,0,84,4,0,1,0,0,1,0,-1,-1,1,0,0,0,2,0,0,396,0,30,1
0,0,79,3,1,1,0,0,1,0,-1,-1,1,0,0,1,2,0,0,396,0,30,1
0,0,79,3,1,1,0,0,1,0,-1,-1,1,0,0,1,2,0,0,390,0,30,1
0,0,84,4,0,1,0,0,1,0,-1,-1,1,0,0,0,2,0,0,390,0,30,1
0,0,79,3,1,1,0,0,1,0,-1,-1,1,0,0,1,2,0,0,384,0,30,1
0,0,84,4,0,1,0,0,1,0,-1,-1,1,0,0,0,2,0,0,384,0,30,1
0,0,84,4,0,1,0,0,1,0,-1,-1,1,0,0,0,2,0,0,390,0,30,1
0,0,79,3,1,1,0,0,1,0,-1,-1,1,0,0,1,2,0,0,390,0,30,1
0,0,84,4,0,1,0,0,1,0,-1,-1,1,0,0,0,2,0,0,386,0,30,1
0,0,79,3,1,1,0,0,1,0,-1,-1,1,0,0,1,2,0,0,386,0,30,1
0,0,84,4,0,1,0,0,1,0,-1,-1,1,0,0,0,2,0,0,390,0,30,1
0,0,79,3,1,1,0,0,1,0,-1,-1,1,0,0,1,2,0,0,390,0,30,1
0,0,84,4,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,160,1,0,1
0,0,79,3,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,160,1,0,1
0,0,84,4,0,1,0,0,1,0,-1,-1,1,0,0,0,2,0,0,386,0,30,1
0,0,79,3,1,1,0,0,1,0,-1,-1,1,0,0,1,2,0,0,386,0,30,1
0,0,84,4,0,1,0,0,1,0,-1,-1,1,0,0,0,2,0,0,392,0,30,1
0,0,79,3,1,1,0,0,1,0,-1,-1,1,0,0,1,2,0,0,392,0,30,1
0,0,84,4,0,1,0,0,1,0,-1,-1,1,0,0,0,2,0,0,384,0,30,1
0,0,79,3,1,1,0,0,1,0,-1,-1,1,0,0,1,2,0,0,384,0,30,1
0,0,84,4,0,1,0,0,1,0,-1,-1,1,0,0,0,2,0,0,396,0,30,1
0,0,79,3,1,1,0,0,1,0,-1,-1,1,0,0,1,2,0,0,396,0,30,1
0,0,84,4,0,1,0,0,1,0,-1,-1,1,0,0,0,2,0,0,384,0,30,1
0,0,79,3,1,1,0,0,1,0,-1,-1,1,0,0,1,2,0,0,384,0,30,1
0,0,84,4,0,1,0,0,1,0,-1,-1,1,0,0,0,2,0,0,390,0,30,1
0,0,79,3,1,1,0,0,1,0,-1,-1,1,0,0,1,2,0,0,390,0,30,1
0,0,23,0,0,1,0,1,0,0,-1,-1,0,0,0,0,1,0,0,0,0,0,1
0,0,84,4,0,1,0,0,1,0,-1,-1,1,0,0,0,2,0,0,374,0,30,1
0,0,79,3,1,1,0,0,1,0,-1,-1,1,0,0,1,2,0,0,374,0,30,1
0,0,84,4,0,1,0,0,1,0,-1,-1,1,0,0,0,2,0,0,392,0,30,1
0,0,79,3,1,1,0,0,1,0,-1,-1,1,0,0,1,2,0,0,392,0,30,1
0,0,79,3,1,1,0,0,1,0,-1,-1,1,0,0,1,2,0,0,378,0,30,1
0,0,84,4,0,1,0,0,1,0,-1,-1,1,0,0,0,2,0,0,378,0,30,1
0,0,79,3,1,1,0,0,1,0,-1,-1,1,0,0,1,2,0,0,378,0,30,1
0,0,84,4,0,1,0,0,1,0,-1,-1,1,0,0,0,2,0,0,378,0,30,1
0,0,84,4,0,1,0,0,1,0,-1,-1,1,0,0,0,2,0,0,376,0,30,1
0,0,79,3,1,1,0,0,1,0,-1,-1,1,0,0,1,2,0,0,376,0,30,1
0,0,79,3,1,1,0,0,1,0,-1,-1,1,0,0,1,2,0,0,384,0,30,1
0,0,84,4,0,1,0,0,1,0,-1,-1,1,0,0,0,2,0,0,384,0,30,1
0,0,84,4,0,1,0,0,1,0,-1,-1,1,0,0,0,2,0,0,388,0,30,1
0,0,110,1,0,1,0,0,1,0,-1,-1,0,0,0,0,4,0,0,1078,0,3,1
0,0,79,3,1,1,0,0,1,0,-1,-1,1,0,0,1,2,0,0,388,0,30,1
0,0,93,1,0,1,0,0,1,0,-1,-1,0,0,0,0,4,0,0,1675,2,7,1
0,0,83,1,0,1,0,0,1,0,-1,-1,1,0,0,0,3,0,0,282,2,4,1
0,0,110,2,0,1,0,1,1,0,-1,-1,0,0,0,0,5,0,0,0,0,1,1
0,0,83,1,0,1,0,0,1,0,-1,-1,1,0,0,0,3,0,0,516,4,9,1
0,0,79,3,1,1,0,0,1,0,-1,-1,1,0,0,1,2,0,0,384,0,30,1
0,0,84,4,0,1,0,0,1,0,-1,-1,1,0,0,0,2,0,0,384,0,30,1
0,0,99,2,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,205,0,0,1
0,0,83,1,0,1,0,0,1,0,-1,-1,0,0,0,0,3,0,0,906,0,10,1
0,0,83,1,0,1,0,0,1,0,-1,-1,1,0,0,0,3,0,0,351,3,4,1
0,0,83,1,0,1,0,0,1,0,-1,-1,0,0,0,0,3,0,0,1648,2,4,1
0,0,83,1,0,1,0,0,1,0,-1,-1,0,0,0,0,3,0,0,433,0,1,1
0,0,83,1,0,1,0,0,1,0,-1,-1,1,0,0,0,3,0,0,351,3,4,1
0,0,80,2,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,38,0,0,1
0,0,84,1,0,1,0,0,1,0,-1,-1,1,0,0,0,3,0,0,264,1,8,1
0,0,83,1,0,1,0,0,1,0,-1,-1,0,0,0,0,3,0,0,433,0,1,1
0,0,209,10,0,1,0,0,1,0,-1,-1,0,0,0,0,5,0,0,1,0,1,1
0,0,83,1,0,1,0,0,1,0,-1,-1,0,0,0,0,3,0,0,433,0,1,1
0,0,83,1,0,1,0,0,1,0,-1,-1,0,0,0,0,3,0,0,312,1,7,1
0,0,83,1,0,1,0,0,1,0,-1,-1,0,0,0,0,3,0,0,433,0,1,1
0,0,65,1,0,1,0,0,1,0,-1,-1,0,0,0,0,3,0,1,482,0,0,1
0,0,69,1,0,1,0,0,1,0,-1,-1,0,0,0,0,3,0,0,357,2,4,1
0,0,69,1,0,1,0,0,1,0,-1,-1,0,0,0,0,3,0,0,358,2,4,1
0,0,61,1,0,1,0,0,1,0,-1,-1,0,0,0,0,3,0,1,450,0,3,1
0,0,61,1,0,0,0,0,1,0,-1,-1,0,0,0,0,3,0,0,450,0,3,1
0,0,62,1,0,1,0,0,1,0,-1,-1,1,0,0,0,3,0,0,239,1,12,1
0,0,68,1,0,1,0,0,1,0,-1,-1,0,0,0,0,3,0,0,482,0,0,1
0,0,69,1,0,1,0,0,1,0,-1,-1,0,0,0,0,3,0,0,450,0,3,1
0,0,62,1,0,1,0,0,1,0,-1,-1,1,0,0,0,3,0,0,50,1,5,1
0,0,64,1,0,1,0,0,1,0,-1,-1,0,0,0,0,3,0,0,405,3,3,1
0,0,64,1,0,1,0,0,1,0,-1,-1,0,0,0,0,3,0,0,405,3,3,1
0,0,61,1,0,1,0,0,1,0,-1,-1,0,0,0,0,3,0,0,482,0,0,1
0,0,32,1,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,30,1,0,1,0,0,1,0,-1,-1,0,0,0,0,2,0,0,0,0,0,1
0,0,64,1,0,1,0,0,1,0,-1,-1,0,0,0,0,3,0,0,405,3,3,1
0,0,58,1,0,1,0,0,1,0,-1,-1,0,0,0,0,3,0,0,950,6,3,1
0,0,76,1,0,1,0,0,1,0,-1,-1,0,0,0,0,3,0,0,1333,3,4,1
0,0,62,1,0,1,0,0,1,0,-1,-1,0,0,0,0,3,0,0,450,0,3,1
0,0,67,1,0,1,0,0,1,0,-1,-1,1,0,0,0,3,0,0,408,2,7,1
0,0,62,1,0,1,0,0,1,0,-1,-1,0,0,0,0,3,0,0,2541,96,6,1
0,0,59,1,0,1,0,0,1,0,-1,-1,0,0,0,0,3,0,0,2544,96,6,1
0,0,61,1,1,0,0,0,1,0,-1,-1,0,0,0,0,3,0,0,2606,96,7,1
0,0,61,1,1,0,0,0,1,0,-1,-1,0,0,0,0,3,0,0,2606,96,7,1
0,0,62,1,0,1,0,0,1,0,-1,-1,0,0,0,0,3,0,0,450,0,3,1
0,0,63,1,0,1,0,0,1,0,-1,-1,0,0,0,0,3,0,0,450,0,3,1
0,0,70,1,0,1,0,0,1,0,-1,-1,0,0,0,0,3,0,0,450,0,3,1
0,0,67,1,0,1,0,0,1,0,-1,-1,0,0,0,0,3,0,0,450,0,3,1
0,0,62,1,0,1,0,0,1,0,-1,-1,0,0,0,0,3,0,0,118,1,4,1
0,0,62,1,0,1,0,0,1,0,-1,-1,0,0,0,0,3,0,0,450,0,3,1
0,0,62,1,0,1,0,0,1,0,-1,-1,0,0,0,0,3,0,0,450,0,3,1
0,0,64,1,0,1,0,0,1,0,-1,-1,0,0,0,0,3,0,0,428,0,3,1
